laptop_id,name,price(in Rs.),processor,ram,os,storage,display(in inch),rating,no_of_ratings,no_of_reviews,usage,range,ram_id,storage_id
0,Lenovo Intel Core i5 11th Gen,62990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
1,Lenovo V15 G2 Core i3 11th Gen,37500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,53.0,3.0,1,2,8,1000
2,ASUS TUF Gaming F15 Core i5 10th Gen,49990.0,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.4,4733.0,463.0,1,2,8,512
3,ASUS VivoBook 15 (2022) Core i3 10th Gen,33990.0,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,10406.0,1040.0,1,2,8,512
4,Lenovo Athlon Dual Core,18990.0,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,DOS Operating System,256 GB SSD,14.0,3.8,18.0,3.0,4,3,4,256
5,APPLE 2020 Macbook Air M1,86990.0,Apple M1 Processor,8 GB DDR4 RAM,Mac OS Operating System,256 GB SSD,13.3,4.7,8865.0,795.0,3,3,8,256
6,ASUS VivoBook 14 (2021) Celeron Dual Core,23990.0,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,14.0,4.1,790.0,95.0,4,3,4,256
8,Lenovo V15 G2 Core i3 11th Gen,33999.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.0,112.0,8.0,1,2,8,512
9,RedmiBook Pro Core i5 11th Gen,38990.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.1,3955.0,462.0,1,2,8,512
10,acer Aspire 3 Ryzen 3 Dual Core 3250U,26990.0,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,15.6,4.2,381.0,76.0,2,3,8,256
11,ASUS Vivobook 14 (2022) Core i5 12th Gen,66990.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,5.0,4.0,0.0,1,2,16,512
12,ASUS Vivobook 15 Core i3 11th Gen,37990.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.1,257.0,26.0,1,2,8,512
13,ASUS Core i7 11th Gen,56990.0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.1,137.0,18.0,1,2,16,512
14,DELL Vostro Core i3 11th Gen,39990.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.1,143.0,11.0,1,2,8,1000
15,realme Book (Slim) Core i3 11th Gen,46990.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,14.0,4.4,12584.0,1870.0,1,2,8,256
16,HP 14s Intel Core i3 11th Gen,37990.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,14.0,4.2,1779.0,160.0,1,2,8,256
17,HP Ryzen 5 Hexa Core 5500U,49123.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,328.0,34.0,2,2,16,512
18,MSI Bravo 15 Ryzen 5 Hexa Core AMD R5,47990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.4,2239.0,299.0,2,2,8,512
19,ASUS Zenbook Flip 14 OLED (2022) Touch Panel Core i5 12th Gen,86500.0,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,4.4,9.0,0.0,1,2,16,512
20,APPLE 2020 Macbook Air M1,86990.0,Apple M1 Processor,8 GB DDR4 RAM,Mac OS Operating System,256 GB SSD,13.3,4.7,8865.0,795.0,3,3,8,256
21,HP 15s Intel Core i3 12th Gen,44990.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,93.0,17.0,1,3,8,512
22,HP Intel Core i5 11th Gen,52990.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,68.0,7.0,1,2,8,512
23,HP Ryzen 3 Quad Core 5300U,38990.0,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,1911.0,208.0,2,3,8,512
24,Lenovo IdeaPad 3 Core i3 11th Gen,33890.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,14.0,4.2,870.0,66.0,1,2,8,256
25,ASUS Core i3 10th Gen,33990.0,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,14.0,4.4,19.0,0.0,1,2,8,512
26,HP Athlon Dual Core 3050U,26990.0,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,14.0,4.0,754.0,79.0,4,3,8,256
27,Lenovo Intel Core i3 11th Gen,38500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,453.0,38.0,1,2,8,512
28,HP Ryzen 5 Hexa Core 5500U,45909.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,4.2,1979.0,202.0,2,2,8,512
29,ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core AMD R5,49990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,1233.0,149.0,2,2,8,1000
30,HP 15s Intel Core i3 11th Gen,40950.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,388.0,40.0,1,2,8,512
31,Lenovo Intel Core i5 11th Gen,52890.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
32,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7,99990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.4,127.0,16.0,2,3,16,512
33,ASUS Vivobook Pro 15 Ryzen 7 Octa Core AMD R7,59990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.5,870.0,105.0,2,3,16,512
34,HP 15s Intel Core i5 12th Gen,58018.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,2011.0,167.0,1,2,8,512
35,Lenovo IdeaPad 3 Core i3 11th Gen,38699.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,4658.0,449.0,1,2,8,512
36,SAMSUNG Galaxy Book Go Snapdragon 7c Gen 2,32990.0,Qualcomm Snapdragon 7c Gen 2 Processor,4 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,14.0,4.2,109.0,18.0,4,1,4,512
37,HP Pavilion Ryzen 5 Hexa Core 5625U,53990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,4.2,128.0,21.0,2,2,8,512
38,acer Swift 3 Core i5 12th Gen,64990.0,Intel Core i5 Processor (12th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,4.5,325.0,52.0,1,2,8,512
39,Lenovo IdeaPad 3 Core i5 11th Gen,52990.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,280.0,21.0,1,2,8,512
40,realme Book (Slim) Core i3 11th Gen,46990.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,14.0,4.4,12584.0,1870.0,1,2,8,256
41,ASUS TUF Gaming F17 (2022) with 90Whr Battery Core i7 12th Gen,109990.0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,1000 GB SSD,17.3,4.3,59.0,11.0,1,2,16,1000
42,HP Pavilion Intel Core i5 12th Gen,68114.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,4.4,301.0,22.0,1,2,16,512
43,Lenovo IdeaPad 3 Core i5 12th Gen,56049.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,247.0,21.0,1,2,8,512
44,ASUS VivoBook 14 Pentium Silver,25990.0,Intel Pentium Silver Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,14.0,4.1,233.0,32.0,4,3,4,256
45,acer Extensa Core i3 11th Gen,33990.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,741.0,84.0,1,2,8,512
46,ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5,38990.0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,32 bit Windows 11 Operating System,512 GB SSD,14.0,4.2,431.0,39.0,2,3,8,512
47,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,47039.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,1603.0,184.0,2,2,8,512
48,DELL Core i5 12th Gen,67990.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.5,28.0,0.0,1,2,16,512
49,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,40990.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,4.3,389.0,44.0,1,2,8,512
50,realme Book (Slim) Core i3 11th Gen,46990.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,14.0,4.4,12584.0,1870.0,1,2,8,256
51,Lenovo Intel Core i3 11th Gen,38500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,453.0,38.0,1,2,8,512
52,ASUS Vivobook 15 Core i5 11th Gen,49990.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,206.0,20.0,1,2,8,512
54,ASUS Zenbook 14X (2022) Space Edition Core i9 12th Gen,159990.0,Intel Core i9 Processor (12th Gen),32 GB LPDDR5 RAM,Windows 11 Operating System,1000 GB SSD,14.0,4.7,6.0,2.0,1,1,32,1000
55,Lenovo Intel Core i5 11th Gen,52890.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
56,MSI Alpha 15 AMD Advantage Edition Ryzen 7 Octa Core 5800H,74990.0,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.5,413.0,63.0,2,3,8,512
57,ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7,61990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.4,1087.0,131.0,2,3,16,512
59,Lenovo IdeaPad 3 Core i3 11th Gen,38699.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,4658.0,449.0,1,2,8,512
60,ASUS Vivobook 14 (2022) Core i3 12th Gen,46990.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,5.0,7.0,2.0,1,3,8,512
61,DELL Core i5 12th Gen,57990.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,3.8,25.0,2.0,1,2,8,1000
62,acer Aspire 7 Ryzen 5 Hexa Core AMD R5,51990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.4,5533.0,674.0,2,2,8,512
63,Lenovo IdeaPad 3 Core i5 11th Gen,52990.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,280.0,21.0,1,2,8,512
65,APPLE 2020 Macbook Air M1,86990.0,Apple M1 Processor,8 GB DDR4 RAM,Mac OS Operating System,256 GB SSD,13.3,4.7,8865.0,795.0,3,3,8,256
66,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,47039.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,1603.0,184.0,2,2,8,512
67,Lenovo IdeaPad 3 Core i5 12th Gen,56049.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,247.0,21.0,1,2,8,512
68,ASUS VivoBook K15 OLED (2022) Core i5 11th Gen,64990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.3,652.0,85.0,1,2,16,1000
69,HP Pavilion Ryzen 5 Hexa Core AMD R5,64990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.5,327.0,51.0,2,2,8,512
70,ASUS Core i3 10th Gen,35990.0,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.3,107.0,11.0,1,2,8,512
71,Lenovo Intel Core i3 11th Gen,38290.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,3.9,37.0,1.0,1,2,8,512
73,ASUS Chromebook Celeron Dual Core,17990.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,Chrome Operating System,2000 GB SSD,15.6,3.7,1671.0,226.0,4,3,4,2000
74,ASUS Chromebook Flip Touch Celeron Dual Core,15990.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,Chrome Operating System,2000 GB SSD,11.6,4.0,1853.0,287.0,4,3,4,2000
75,Lenovo Intel Core i5 11th Gen,62990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
76,ASUS Core i3 12th Gen,42990.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,3.6,5.0,0.0,1,3,8,512
78,ASUS Vivobook 16X Ryzen 5 Hexa Core R5,54990.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,16.0,4.9,7.0,0.0,2,2,16,512
79,Lenovo V15 G2 Core i3 11th Gen,37500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,53.0,3.0,1,2,8,1000
80,Infinix X1 Slim Series Core i3 10th Gen,30990.0,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,256 GB SSD,14.0,4.3,4379.0,580.0,1,2,8,256
81,Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,50990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,14.0,4.0,57.0,10.0,2,2,8,512
